polymer,size_class,shape,aging,n_scenarios,baseline_mean_risk,mc_mean_risk,mc_sd_risk,mean_prob_severe,mean_prob_high_or_severe,mean_uncertainty_band,stable_classification_rate
PET,small microplastic,fragment,pristine,216,0.4024589635840336,0.40250025456104993,0.014194408688739628,1.54320987654321e-05,0.19183641975308643,0.046257331631228124,0.8101851851851852
PE,larger microplastic,fiber,pristine,216,0.4024470559470369,0.40243140809313505,0.014166454462272108,0.0001234567901234568,0.19486111111111112,0.04615888285585558,0.8148148148148148
PVC,larger microplastic,fiber,pristine,216,0.40123234093459115,0.40120225320867925,0.014187696897198914,1.54320987654321e-05,0.1857716049382716,0.04640649593478717,0.8101851851851852
PP,larger microplastic,fiber,pristine,216,0.399691354477133,0.39964014114625407,0.014162862877186603,4.6296296296296294e-05,0.18705246913580248,0.04609316148512358,0.8009259259259259
PS,small microplastic,sphere,pristine,216,0.39815151329703946,0.3981727636164549,0.014001788906004085,0.0,0.1870216049382716,0.045712458970912626,0.8009259259259259
PET,larger microplastic,fiber,pristine,216,0.3955276749363988,0.3955154242028134,0.014003578907762902,1.54320987654321e-05,0.16978395061728394,0.04572601256557495,0.8009259259259259
PE,larger microplastic,fragment,pristine,216,0.3916386272718239,0.39164950045736974,0.013827252890312225,1.54320987654321e-05,0.17280864197530865,0.045099879323376786,0.7824074074074074
PVC,larger microplastic,fragment,pristine,216,0.39019410213162486,0.39023745199590176,0.013751185756188344,0.0,0.16109567901234567,0.04457097935811904,0.7870370370370371
PP,larger microplastic,fragment,pristine,216,0.3888206047033513,0.3888284681537616,0.013721165466404537,4.6296296296296294e-05,0.16452160493827162,0.044804561425934836,0.7777777777777778
PE,small microplastic,sphere,pristine,216,0.387235133502433,0.38725243039396745,0.013684162159129647,1.54320987654321e-05,0.16595679012345677,0.04457250294854415,0.7824074074074074
PVC,small microplastic,sphere,pristine,216,0.384609283778045,0.3845973621206601,0.013597778625437687,0.0,0.15134259259259258,0.04422705963395836,0.7824074074074074
PET,larger microplastic,fragment,pristine,216,0.38443659160168264,0.384386005125529,0.013488810381313943,0.0,0.1437037037037037,0.04399683449889502,0.7824074074074074
PP,small microplastic,sphere,pristine,216,0.384152004335775,0.3841426072259665,0.013621024634696936,0.0,0.1584104938271605,0.0444369188841747,0.7824074074074074
PS,larger microplastic,sphere,pristine,216,0.3799447407677781,0.3799375155758656,0.01341197564165012,0.0,0.14040123456790124,0.04356527794513597,0.7870370370370371
PET,small microplastic,sphere,pristine,216,0.37841339165580384,0.3784163212583103,0.013283355741629263,0.0,0.13337962962962963,0.043199470976887124,0.7824074074074074
PE,larger microplastic,sphere,pristine,216,0.368819649585572,0.3688344636924228,0.012962885349249888,0.0,0.12024691358024692,0.04230964176174973,0.8055555555555556
PVC,larger microplastic,sphere,pristine,216,0.3673336244027776,0.3672688590097549,0.012826281798796843,0.0,0.10617283950617284,0.04193236776895942,0.8009259259259259
PP,larger microplastic,sphere,pristine,216,0.3660295484410103,0.36599282898783136,0.012816729347361158,0.0,0.11225308641975308,0.04188803062341511,0.8055555555555556
PET,larger microplastic,sphere,pristine,216,0.3615955784602975,0.36163255929994165,0.012612942289582048,0.0,0.09280864197530864,0.041122510762093535,0.8055555555555556
